location,date,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations_smoothed,new_people_vaccinated_smoothed
Low income,3/4/21,560367,2663.571,13575,50.286,8200,,,6457,6457
Low income,3/5/21,562418,2501.429,13603,47.571,83256,,,6671,6671
Low income,3/6/21,565491,2551.571,13668,47.429,167098,,,18267,18267
Low income,3/7/21,568038,2529.714,13710,47.143,206653,,,23535,23535
Low income,3/8/21,570209,2569,13772,48.571,216877,,,32139,32139
Low income,3/9/21,572369,2551.429,13810,44.857,228248,,,33168,33168
Low income,3/10/21,575317,2539.857,13865,47.429,237154,,,37270,37270
Low income,3/11/21,578417,2578.571,13943,52.571,247142,,,39760,39760
Low income,3/12/21,581534,2730.857,14007,57.714,258289,,,40612,40612
Low income,3/13/21,585291,2828.571,14096,61.143,309392,,,29238,29238
Low income,3/14/21,587948,2844.286,14149,62.714,313303,,,23297,23297
Low income,3/15/21,590309,2871.429,14219,63.857,371495,,,30005,30005
Low income,3/16/21,593302,2990.429,14282,67.429,422831,,,28152,28152
Low income,3/17/21,596887,3081.429,14342,68.143,435474,,,26934,26934
Low income,3/18/21,600345,3132.571,14397,64.857,446301,,,29225,29225
Low income,3/19/21,604361,3261,14469,66,487981,,,29532,29532
Low income,3/20/21,607465,3167.714,14528,61.714,493391,,,28594,30823
Low income,3/21/21,610864,3273.714,14627,68.286,508317,,,28697,30926
Low income,3/22/21,613587,3325.429,14701,68.857,515695,,,20675,22904
Low income,3/23/21,616518,3316.571,14790,72.571,560536,,,23126,25355
Low income,3/24/21,619936,3292.714,14881,77,637285,,,26948,29207
Low income,3/25/21,623878,3361.857,14967,81.429,648475,,,28694,30918
Low income,3/26/21,627320,3279.857,15042,81.857,683945,,,30828,32979
Low income,3/27/21,630708,3320.429,15118,84.286,716839,,,34115,36240
Low income,3/28/21,634068,3314.857,15198,81.571,733812,,,35286,37385
Low income,3/29/21,637361,3396.286,15280,82.714,744947,,,37772,39844
Low income,3/30/21,640981,3494.714,15381,84.429,780975,,,37409,39456
Low income,3/31/21,644901,3566.429,15488,86.714,824035,2652,,36190,38237
Low income,4/1/21,649401,3646.143,15588,88.714,834725,2652,,39044,38074
Low income,4/2/21,653386,3723.714,15668,89.429,845190,2652,,37804,36602
Low income,4/3/21,656821,3730.429,15732,87.714,845190,2652,,35847,34412
Low income,4/4/21,660402,3762,15823,89.286,895847,2652,,35731,34064
Low income,4/5/21,663806,3777.857,15910,90,949517,2652,,34530,32578
Low income,4/6/21,666983,3714.571,15990,87,987987,2652,,36470,34081
Low income,4/7/21,670558,3665.286,16058,81.429,1078166,9559,,38586,36408
Low income,4/8/21,674563,3594.571,16157,81.286,1566489,9559,,41371,39245
Low income,4/9/21,678181,3542.143,16238,81.429,1601399,9559,,74984,72878
Low income,4/10/21,681695,3553.429,16302,81.429,1659090,9681,,77239,74977
Low income,4/11/21,685016,3516.286,16387,80.571,1672625,9681,,78824,76421
Low income,4/12/21,688432,3518,16475,80.714,1711377,9681,,80207,77718
Low income,4/13/21,691408,3489.286,16654,94.857,1754638,9681,,80752,78198
Low income,4/14/21,696722,3737.714,16768,101.429,1784547,10435,,81799,78533
Low income,4/15/21,700678,3730.714,16843,98,1788345,26813,,80711,77194
Low income,4/16/21,704723,3791.714,16899,94.429,1806479,29648,,80989,77166
Low income,4/17/21,707866,3738.714,16967,95,1990235,29648,,80826,77189
Low income,4/18/21,711235,3745.571,17053,95.143,2003724,29648,,80817,77181
Low income,4/19/21,714404,3710.286,17203,104,2011708,31549,,80474,76839
Low income,4/20/21,717675,3752.429,17310,93.714,2022135,33043,,78463,74836
Low income,4/21/21,720934,3458.857,17413,92.143,2040496,34570,,75988,72362
Low income,4/22/21,724458,3397.143,17499,93.714,2167822,38994,,75053,70943
Low income,4/23/21,727631,3272.571,17554,93.571,2208039,38994,,73994,69539
Low income,4/24/21,730678,3258.857,17623,93.714,2222754,41299,,73786,68525
Low income,4/25/21,733506,3181.571,17698,92.143,2257688,44838,,75772,70032
Low income,4/26/21,735563,3022.714,17817,87.714,2296725,46590,,78652,72118
Low income,4/27/21,738026,2907.286,17916,86.571,2319951,49357,,81611,74304
Low income,4/28/21,740420,2783.714,18008,85,2976424,51027,,82273,74325
Low income,4/29/21,742716,2608.286,18069,81.429,3010675,52579,,82254,74113
Low income,4/30/21,744780,2449.857,18134,82.857,3032408,53924,,80648,72262
Low income,5/1/21,746373,2242.143,18184,80.143,3063454,54246,,78775,70404
Low income,5/2/21,747565,2008.429,18237,77,3077876,54246,,74454,64931
Low income,5/3/21,748673,1872.857,18302,69.286,3128414,55876,,75636,65274
Low income,5/4/21,750550,1789.143,18374,65.429,3166184,56570,,74399,63279
Low income,5/5/21,752390,1710,18447,62.714,3205550,59312,,74067,61768
Low income,5/6/21,754905,1741.286,18531,66,3265297,60933,,76469,63131
Low income,5/7/21,756779,1714.143,18586,64.571,3320747,63211,,82382,67911
Low income,5/8/21,758415,1720.286,18660,68,3335975,113599,,81950,66467
Low income,5/9/21,759558,1713.286,18699,66,3366622,113599,,82728,67362
Low income,5/10/21,761130,1779.571,18824,74.571,3372651,113599,,82096,66846
Low income,5/11/21,762663,1732.714,18880,72.286,3681881,171722,,87118,72004
Low income,5/12/21,764368,1713.429,18926,68.429,4085621,237805,,86755,72069
Low income,5/13/21,765948,1579.857,18964,61.857,4118273,237805,,87699,73080
Low income,5/14/21,767282,1502.714,19007,60.143,4163209,250869,,81932,67472
Low income,5/15/21,768176,1396.714,19035,53.571,4183654,250869,,83525,69043
Low income,5/16/21,769140,1371.143,19083,54.857,4213194,250869,,83238,68618
Low income,5/17/21,770156,1291.714,19124,42.857,4252060,256926,,83669,68912
Low income,5/18/21,771573,1272.857,19169,41.286,4343123,273037,,76424,61326
Low income,5/19/21,772975,1229.571,19210,40.571,4388591,278313,,74456,59390
Low income,5/20/21,774624,1239.429,19378,59.143,4446653,300722,,75266,60736
Low income,5/21/21,776263,1283,19411,57.714,4548840,302743,,80791,66304
Low income,5/22/21,777615,1348.429,19447,58.857,4586774,305017,,82193,67082
Low income,5/23/21,778717,1368.143,19488,57.857,4664125,310022,,87940,72463
Low income,5/24/21,780103,1421,19559,62.143,4728258,332810,,90963,74910
Low income,5/25/21,781775,1457.429,19608,62.714,4774435,333200,,94668,77265
Low income,5/26/21,783636,1523,19660,64.286,4870041,363359,,98062,78345
Low income,5/27/21,785311,1526.714,19710,47.429,4941633,366958,,101452,80252
Low income,5/28/21,787931,1666.857,19750,48.429,4960020,366958,,96691,74862
Low income,5/29/21,790207,1798.857,19785,48.286,5084127,370392,,93371,71528
Low income,5/30/21,792077,1908.571,19859,53,5269004,414510,,93468,65467
Low income,5/31/21,794442,2048.429,19906,49.571,5464957,471386,,94427,63353
Low income,6/1/21,796749,2139.143,19986,54,5474577,471386,,91725,61066
Low income,6/2/21,799634,2285.429,20045,55,5543513,505819,,94313,61113
Low income,6/3/21,802754,2491.857,20095,55,5563428,509842,,92435,58325
Low income,6/4/21,806770,2691.286,20160,58.571,5576127,509842,,93188,58016
Low income,6/5/21,809577,2767.143,20220,62.143,5588536,509842,,95433,59198
Low income,6/6/21,812836,2965.571,20334,67.857,5640965,688334,,89037,59199
Low income,6/7/21,816469,3146.714,20397,70.143,5786055,709967,,82826,57220
Low income,6/8/21,819452,3243.286,20521,76.429,5925818,761334,,81458,56881
Low income,6/9/21,823195,3365.857,20609,80.571,5938869,764462,,77626,55115
Low income,6/10/21,827659,3557.857,20689,84.857,6038698,799026,,79526,56109
Low income,6/11/21,832238,3638.286,20777,88.143,6053601,802286,,78089,55970
Low income,6/12/21,836038,3780.143,20852,90.286,6064557,810327,,76239,55202
Low income,6/13/21,839833,3856.714,20963,89.857,6067961,810327,,78285,55148
Low income,6/14/21,843876,3915.286,21084,98.143,6186025,858207,,79579,55818
Low income,6/15/21,848052,4085.714,21209,98.286,6249065,874273,,84844,60187
Low income,6/16/21,850481,3898,21285,96.571,6273404,878222,,85795,61812
Low income,6/17/21,857029,4195.714,21502,116.143,6283352,896013,,84212,61180
Low income,6/18/21,862372,4304.857,21663,126.571,6295826,903018,,87875,63933
Low income,6/19/21,867281,4463.286,21825,139,6299653,907166,,90362,65841
Low income,6/20/21,871187,4479.143,21976,144.714,6445996,939187,,90697,67705
Low income,6/21/21,876007,4590.143,22106,146,6489152,956703,,91364,67225
Low income,6/22/21,880591,4648.429,22264,150.714,6626114,996842,,92105,65508
Low income,6/23/21,885954,5067.571,22403,159.714,6637497,1014181,,89376,62945
Low income,6/24/21,891338,4901.286,22558,150.857,6732710,1057441,,84296,60138
Low income,6/25/21,896984,4944.571,22692,147,6733185,1057664,,78628,55797
Low income,6/26/21,901973,4956,22849,146.286,6733857,1058150,,74377,52712
Low income,6/27/21,905906,4959.857,22970,142,6820069,1067705,,70506,50077
Low income,6/28/21,910151,4877.714,23136,147.143,6895606,1095295,,70252,51371
Low income,6/29/21,914079,4784,23273,144.143,6922820,1113299,,66854,49159
Low income,6/30/21,918359,4629.286,23412,144.143,6982711,1117735,,74191,49163
Low income,7/1/21,923951,4659,23592,147.714,6985664,1117735,,82022,47534
Low income,7/2/21,929844,4694.286,23752,151.429,6993309,1117735,,83843,46950
Low income,7/3/21,934860,4698.143,23861,144.571,7001476,1120153,,85223,45960
Low income,7/4/21,939328,4774.571,23991,145.857,7068117,1184452,,106786,53658
Low income,7/5/21,943505,4764.857,24966,261.429,7134531,1260144,,106716,51605
Low income,7/6/21,949194,5016.429,25115,263.143,7188689,1299153,,102848,47637
Low income,7/7/21,953378,5002.714,25224,258.857,7210002,1320285,,93491,45347
Low income,7/8/21,959008,5008.143,25352,251.429,7212490,1321144,,85663,44808
Low income,7/9/21,964327,4926.143,25505,250.429,7233376,1325378,,84170,43961
Low income,7/10/21,969826,4995.143,25656,256.429,7237140,1325378,,84297,43987
Low income,7/11/21,973467,4877,25809,259.714,7257731,1346536,,65945,35038
Low income,7/12/21,978251,4963.714,25952,140.857,7304618,1374755,,68856,33523
Low income,7/13/21,983282,4869.714,26102,141,7319432,1379205,,71905,32622
Low income,7/14/21,988629,5035.857,26280,150.857,7334707,1381036,,75934,33382
Low income,7/15/21,994245,5033.857,26449,156.714,7350777,1382977,,80205,34704
Low income,7/16/21,999628,5043,26630,160.714,7373957,1384291,,85716,37264
Low income,7/17/21,1006460,5233.429,26753,156.714,7391883,1384291,,89373,38780
Low income,7/18/21,1013015,5649.714,26919,158.571,7466171,1443494,,90068,38761
Low income,7/19/21,1017702,5635.857,27081,161.286,7573505,1665730,,89347,38524
Low income,7/20/21,1022657,5625,27206,157.714,7588287,1665730,,85379,38705
Low income,7/21/21,1027099,5495.714,27325,149.286,7591384,1666984,,80909,37374
Low income,7/22/21,1032887,5520.286,27492,149,7623208,1666984,,77276,36077
Low income,7/23/21,1037530,5414.571,27602,138.857,7632667,1666984,,71959,33416
Low income,7/24/21,1041531,5010.143,27744,141.571,7645938,1667247,,68124,33373
Low income,7/25/21,1045474,4637,27888,138.429,7660181,1671112,,64709,34051
Low income,7/26/21,1052256,4936.286,28048,138.143,7665057,1690553,,60881,35254
Low income,7/27/21,1057326,4952.714,28181,139.286,7687570,1710705,,59628,37014
Low income,7/28/21,1063497,5199.714,28331,143.714,7722163,1746692,,67249,42681
Low income,7/29/21,1068927,5148.571,28470,139.714,7729631,1746998,,77811,50108
Low income,7/30/21,1075133,5371.857,28630,146.857,7821369,1837360,,89319,58134
Low income,7/31/21,1080605,5582,28776,147.429,7828332,1842462,,87848,57973
Low income,8/1/21,1084185,5530.143,28900,144.571,7841992,1845335,,86736,58394
Low income,8/2/21,1088649,5199,29045,142.429,7870496,1846082,,85212,58542
Low income,8/3/21,1093997,5238.714,29256,153.571,7925255,1859047,,85366,58897
Low income,8/4/21,1098465,4995.429,29382,150.143,7948698,1859230,,95577,70015
Low income,8/5/21,1103402,4925,29485,145,7963251,1878057,,103234,77581
Low income,8/6/21,1108691,4794,29605,139.286,7988400,1879734,,107996,84736
Low income,8/7/21,1113405,4685.714,29745,138.429,7988400,1879734,,123377,96479
Low income,8/8/21,1116396,4601.571,29828,132.571,7999513,1881129,,139839,108777
Low income,8/9/21,1119949,4471.429,29938,127.571,8747948,2072567,,161126,125776
Low income,8/10/21,1128651,4950.571,30041,112.143,8790089,2105756,,166057,128183
Low income,8/11/21,1133477,5001.714,30147,109.286,8804245,2106162,,152185,116052
Low income,8/12/21,1137510,4872.571,30267,111.714,9102580,2274994,,140910,105251
Low income,8/13/21,1141944,4750.429,30380,110.714,9111160,2274994,,136421,98835
Low income,8/14/21,1145219,4544.857,30470,103.571,9153260,2317094,,132357,92876
Low income,8/15/21,1148294,4556.857,30586,108.286,9163309,2321204,,125790,84416
Low income,8/16/21,1151063,4444.857,30676,105.429,9185835,2467500,,114199,70886
Low income,8/17/21,1154722,3724.429,30774,104.714,9220991,2488345,,133927,87137
Low income,8/18/21,1158647,3595.714,30873,103.714,9241680,2507259,,151968,101147
Low income,8/19/21,1161683,3453.286,30967,100,9579265,2534299,,173820,121650
Low income,8/20/21,1165561,3373.857,31052,96,10045836,3053913,,186051,129266
Low income,8/21/21,1168308,3298.429,31108,91.143,10048006,3060535,,224219,139350
Low income,8/22/21,1171172,3268.286,31215,89.857,10152946,3147653,,247616,152012
Low income,8/23/21,1194894,6261.571,31310,90.571,10340099,3289115,,273532,168325
Low income,8/24/21,1198421,6242.714,31381,86.714,10348587,3300773,,290276,171088
Low income,8/25/21,1203193,6363.714,31475,86,11303034,3462225,,306092,175708
Low income,8/26/21,1207297,6516.286,31563,85.143,11303034,3462225,,305123,162366
Low income,8/27/21,1211353,6541.714,31638,83.714,11392747,3501288,,313241,157108
Low income,8/28/21,1215296,6712.571,31708,85.714,11434302,3506115,,291963,150104
Low income,8/29/21,1217951,6682.714,31784,81.286,11743455,3700778,,287972,143633
Low income,8/30/21,1220687,3684.714,31875,80.714,11894638,3915841,,283044,134279
Low income,8/31/21,1223492,3581.571,31948,81,11953982,3943807,,265250,118027
Low income,9/1/21,1227459,3466.571,32023,78.286,12110267,4077174,,241177,100619
Low income,9/2/21,1230859,3366,32108,77.857,12110267,4077174,,233549,97502
Low income,9/3/21,1234477,3303.429,32196,79.714,12137268,4088055,,218101,94386
Low income,9/4/21,1237154,3122.571,32258,78.571,12143730,4096123,,207342,92677
Low income,9/5/21,1239890,3134.143,32311,75.286,12202250,4159275,,194863,89512
Low income,9/6/21,1242265,3084.429,32394,74.143,12418933,4419056,,188904,85809
Low income,9/7/21,1245736,3179.571,32461,73.286,12423446,4424724,,180905,86344
Low income,9/8/21,1248663,3031,32532,72.714,12444548,4644792,,190832,88056
Low income,9/9/21,1252082,3033.714,32617,72.714,12479291,4650989,,229648,94500
Low income,9/10/21,1256366,3128.857,32693,71,12534997,4688537,,258649,100530
Low income,9/11/21,1258161,3002.857,32752,70.571,12555882,4711643,,293127,109132
Low income,9/12/21,1259860,2854.714,32816,72.143,12653203,4817087,,333590,118310
Low income,9/13/21,1262068,2829,32908,73.429,12907988,4943520,,366196,127656
Low income,9/14/21,1265172,2776.571,33008,78.143,13190924,6096514,,402156,135519
Low income,9/15/21,1268524,2837.286,33086,79.143,13257341,6156929,,399962,140836
Low income,9/16/21,1271383,2757.286,33164,78.143,13301812,6161735,,374303,139722
Low income,9/17/21,1274788,2631.714,33267,82,13401943,6319010,,362792,136511
Low income,9/18/21,1277373,2744.571,33349,85.286,13415311,6618020,,341581,130156
Low income,9/19/21,1279035,2739.286,33395,82.714,13509841,6753063,,329489,127182
Low income,9/20/21,1281134,2723.714,33490,83.143,13678609,6983092,,315306,146263
Low income,9/21/21,1283880,2672.571,33567,79.857,13775941,7017225,,297919,162288
Low income,9/22/21,1288537,2859,33650,80.571,14753746,7238713,,308965,180639
Low income,9/23/21,1291548,2880.714,33761,85.286,14959044,7318434,,335008,207086
Low income,9/24/21,1294512,2817.714,33864,85.286,15149811,7343531,,332704,219329
Low income,9/25/21,1296717,2781,33944,85,15166485,7345842,,330308,228654
Low income,9/26/21,1298465,2793.286,34008,87.571,15351933,7596143,,315935,235113
Low income,9/27/21,1300492,2783,34092,86,15374973,7744560,,292575,214679
Low income,9/28/21,1303333,2796.571,34167,85.714,15420971,7783620,,282702,200712
Low income,9/29/21,1305443,2432.714,34256,86.571,15814798,7898178,,274200,190219
Low income,9/30/21,1308023,2371.143,34342,83,15995068,7926725,,237508,169662
Low income,10/1/21,1310561,2310.286,34420,79.429,16153845,7965136,,227805,170478
Low income,10/2/21,1312396,2239.857,34490,78,16156852,7965825,,219364,171462
Low income,10/3/21,1314261,2256.571,34572,80.571,16184663,7978310,,209276,172000
Low income,10/4/21,1315691,2171.286,34669,82.429,16207323,7978384,,213204,179896
Low income,10/5/21,1318033,2100,34745,82.571,16247150,7990466,,211099,185633
Low income,10/6/21,1321321,2268.286,34838,83.143,16359727,8011910,,212137,191438
Low income,10/7/21,1323379,2193.714,34901,79.857,16944017,8013071,,215134,199344
Low income,10/8/21,1325325,2109.143,35000,82.857,17052451,8052998,,215799,199514
Low income,10/9/21,1326654,2036.857,35049,79.857,17103090,8095375,,219051,202150
Low income,10/10/21,1328104,1977.571,35144,81.714,17221191,8209209,,222374,204347
Low income,10/11/21,1329553,1980.286,35206,76.714,17257544,8343831,,246089,224306
Low income,10/12/21,1331195,1880.286,35279,76.286,17497141,8465380,,271243,246223
Low income,10/13/21,1333225,1700.571,35360,74.571,17552517,8487215,,295974,267195
Low income,10/14/21,1335009,1661.429,35417,73.714,18409805,8526261,,317130,284353
Low income,10/15/21,1336498,1596.143,35460,65.714,18804252,8708851,,350609,312754
Low income,10/16/21,1337638,1569.143,35567,74,18812029,8709930,,358637,320447
Low income,10/17/21,1338794,1527.143,35617,67.571,18843654,8743660,,368612,328353
Low income,10/18/21,1340262,1529.857,35671,66.429,18888003,8800213,,354388,314801
Low income,10/19/21,1341342,1449.571,35727,64,18931292,8835067,,341476,303682
Low income,10/20/21,1342827,1371.714,35785,60.714,19658923,8840207,,332053,295385
Low income,10/21/21,1344275,1323.714,35844,61,20721343,9417472,,330183,292886
Low income,10/22/21,1345602,1300.571,35883,60.429,20836674,9442820,,342581,305475
Low income,10/23/21,1346758,1302.857,35986,59.857,21038875,9462858,,367623,326261
Low income,10/24/21,1347459,1237.857,36015,56.857,21104445,9565138,,386497,337163
Low income,10/25/21,1349367,1300.714,36092,60.143,21162055,9581783,,418438,353723
Low income,10/26/21,1350406,1294.857,36133,58,21287420,9749369,,448705,365986
Low income,10/27/21,1351539,1244.571,36185,57.143,21407001,9837288,,481494,381640
Low income,10/28/21,1352481,1172.286,36229,55,22576111,10128345,,504618,391377
Low income,10/29/21,1353544,1134.571,36255,53.143,22758380,10227750,,528547,406191
Low income,10/30/21,1354458,1100,36290,43.429,22800991,10230212,,564310,433078
Low income,10/31/21,1354931,1067.429,36320,43.571,23916352,10545341,,596482,466862
Low income,11/1/21,1356136,967,36359,38.143,23961099,10614538,,595830,471187
Low income,11/2/21,1357120,959.143,36402,38.429,24055166,10650547,,593556,476377
Low income,11/3/21,1358241,957.429,36434,35.571,24144084,10672871,,578747,472017
Low income,11/4/21,1358841,908.571,36466,33.857,25458306,11186122,,571718,473818
Low income,11/5/21,1360172,946.857,36568,44.714,25501716,11214316,,547843,454090
Low income,11/6/21,1360727,895.571,36591,43,25511929,11220795,,525649,436943
Low income,11/7/21,1361049,874,36609,41.286,25574418,11248461,,511567,423615
Low income,11/8/21,1362441,900.714,36655,42.286,25672033,11253246,,516927,433246
