location,date,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations_smoothed,new_people_vaccinated_smoothed
Upper middle income,10/30/20,14889968,106719.857,519792,2374.857,,,,,
Upper middle income,10/31/20,14988614,105627,522029,2381.571,,,,,
Upper middle income,11/1/20,15074367,105438.286,523714,2380.571,,,,,
Upper middle income,11/2/20,15158246,104724.143,525661,2372.429,,,,,
Upper middle income,11/3/20,15258725,102944.429,528229,2334.714,,,,,
Upper middle income,11/4/20,15385482,104448.857,531290,2399.143,,,,,
Upper middle income,11/5/20,15509658,105170.143,533999,2413.429,,,,,
Upper middle income,11/6/20,15631664,105956.714,536635,2406.143,,,,,
Upper middle income,11/7/20,15743185,107796,538873,2406.286,,,,,
Upper middle income,11/8/20,15835337,108710.143,540655,2420.143,,,,,
Upper middle income,11/9/20,15930184,110277,542739,2439.714,,,,,
Upper middle income,11/10/20,16071357,116090.429,545339,2444.286,,,,,
Upper middle income,11/11/20,16200983,116500.286,548505,2459.286,,,,,
Upper middle income,11/12/20,16339638,118568.571,551826,2546.714,,,,,
Upper middle income,11/13/20,16482691,121575.286,554848,2601.857,,,,,
Upper middle income,11/14/20,16607723,123505.429,557911,2719.714,,,,,
Upper middle income,11/15/20,16704357,124145.714,559877,2746,,,,,
Upper middle income,11/16/20,16805864,125097.143,562238,2785.571,,,,,
Upper middle income,11/17/20,16937404,123721,565141,2828.857,,,,,
Upper middle income,11/18/20,17079247,125466.286,568416,2844.429,,,,,
Upper middle income,11/19/20,17222608,126138.571,571636,2830,,,,,
Upper middle income,11/20/20,17374730,127434.143,574848,2857.143,,,,,
Upper middle income,11/21/20,17510430,128958.143,577468,2793.857,,,,,
Upper middle income,11/22/20,17624444,131441,579620,2820.429,,,,,
Upper middle income,11/23/20,17737094,133032.857,582038,2828.571,,,,,
Upper middle income,11/24/20,17882762,135051.143,585720,2939.857,,,,,
Upper middle income,11/25/20,18045235,137998.286,589369,2993.286,,,,,
Upper middle income,11/26/20,18233422,144402,592853,3031,,,,,
Upper middle income,11/27/20,18431468,150962.571,596223,3053.571,,,,,
Upper middle income,11/28/20,18622001,158795.857,599169,3100.143,,,,,
Upper middle income,11/29/20,18766458,163144.857,601491,3124.429,,,,,
Upper middle income,11/30/20,18911138,167720.571,604161,3160.429,,,,,
Upper middle income,12/1/20,19096201,173348.429,607866,3163.714,,,,,
Upper middle income,12/2/20,19283383,176878.286,611512,3163.286,,,,,
Upper middle income,12/3/20,19483850,178632.571,615041,3169.714,,,,,
Upper middle income,12/4/20,19678270,178114.571,618654,3204.429,,,,,
Upper middle income,12/5/20,19864229,177461.143,621856,3241,,,,,
Upper middle income,12/6/20,20017258,178685.714,624368,3268.143,,,,,
Upper middle income,12/7/20,20165724,179226.571,627141,3282.857,,,,,
Upper middle income,12/8/20,20350252,179150.143,630957,3298.714,,,,,
Upper middle income,12/9/20,20547557,180596.286,634781,3324.143,,,,,
Upper middle income,12/10/20,21543739,176666.286,638440,3342.714,,,,,
Upper middle income,12/11/20,21742577,177297.429,642097,3349,,,,,
Upper middle income,12/12/20,21920690,176176.571,645439,3369,,,,,
Upper middle income,12/13/20,22063861,174768.286,647948,3368.571,,,,,
Upper middle income,12/14/20,22210539,174512.857,650946,3400.714,,,,,
Upper middle income,12/15/20,22399122,175092.143,655029,3438.857,28500,,,0,0
Upper middle income,12/16/20,22606182,176485.714,658952,3453,28500,,,190857,3357
Upper middle income,12/17/20,22818297,182079.714,662967,3503.857,28500,,,190857,3357
Upper middle income,12/18/20,23009585,181001.143,666986,3555.571,28500,,,190857,3357
Upper middle income,12/19/20,23187994,181043.429,670427,3569.714,28500,,,190857,3357
Upper middle income,12/20/20,23329797,180848,673053,3586.429,28500,,,190857,3357
Upper middle income,12/21/20,23468990,179778.714,676243,3613.857,28500,,,190857,3357
Upper middle income,12/22/20,23655633,179501.571,680654,3660.714,52000,,,190857,3357
Upper middle income,12/23/20,23836904,175817.429,684759,3686.714,52000,,,200092,12592
Upper middle income,12/24/20,24022050,171964.714,688640,3667.571,54979,,,209327,21827
Upper middle income,12/25/20,24176287,166671.714,691907,3560.143,54979,,,220101,32601
Upper middle income,12/26/20,24294565,158081.571,694396,3424.143,54979,,,229336,41836
Upper middle income,12/27/20,24408789,154141.714,697274,3460.143,59844,,,238571,51071
Upper middle income,12/28/20,24536978,152569.714,700441,3458.429,63700,,,249270,61770
Upper middle income,12/29/20,24717056,151631.857,705040,3485.286,95570,7,1,260170,72670
Upper middle income,12/30/20,24908538,153090.571,709828,3582.857,127915,12,1,284382,96877
Upper middle income,12/31/20,25103912,154551.714,714170,3648.714,135344,12,1,275101,87598
Upper middle income,1/1/21,25237762,151639.286,717416,3645.714,136969,12,1,315661,83516
Upper middle income,1/2/21,25348548,150569,719868,3640.429,889865,14,1,359268,82481
Upper middle income,1/3/21,25457940,149878.714,722673,3630,893059,15,3,395555,74124
Upper middle income,1/4/21,25589346,150338.286,726067,3660.857,934388,19,5,435716,69642
Upper middle income,1/5/21,25777886,151547.143,730784,3677.714,966199,22,5,475532,64816
Upper middle income,1/6/21,25985616,153868.286,735885,3722.429,1000668,22,7,513536,58177
Upper middle income,1/7/21,26212775,158409,740755,3797.857,1045155,24,8,555979,55977
Upper middle income,1/8/21,26415804,168291.714,745427,4001.571,1114938,30,9,556202,56198
Upper middle income,1/9/21,26598068,178502.857,749722,4264.857,1142184,31,9,553133,53128
Upper middle income,1/10/21,26739543,183086.143,752792,4302.714,1158156,31,13,519015,54723
Upper middle income,1/11/21,26886067,185245.857,756235,4309.714,1201319,35,14,486171,57593
Upper middle income,1/12/21,27078160,185753.429,761591,4401,1243513,45,22,452279,59411
Upper middle income,1/13/21,27274343,184103.857,766876,4427.286,1575106,46,22,433361,76207
Upper middle income,1/14/21,27477996,180745.857,771805,4435.714,1752550,46,26,771368,100901
Upper middle income,1/15/21,27699169,183337.857,776590,4451.857,1887012,2065,26,850774,117290
Upper middle income,1/16/21,27888581,184359,781175,4493.286,1951191,2329,26,814424,129730
Upper middle income,1/17/21,28028980,184205.286,784337,4506.429,1967420,4420,28,842742,137194
Upper middle income,1/18/21,28153660,181084.714,788040,4543.571,2029241,9802,35,916142,150391
Upper middle income,1/19/21,28332650,179212.857,793956,4623.571,2086710,21021,36,992596,163664
Upper middle income,1/20/21,28533017,179810.571,799745,4695.714,2249122,40646,36,1079952,186681
Upper middle income,1/21/21,28714687,176670.143,805840,4862.286,2468379,60851,36,1147438,198588
Upper middle income,1/22/21,28897314,171163.571,811252,4951.857,2877621,68594,37,1239790,243645
Upper middle income,1/23/21,29067788,168458.143,816519,5049.286,3096836,75443,38,1321906,246972
Upper middle income,1/24/21,29197337,166908.143,819981,5092.143,3228176,78645,38,1404924,248583
Upper middle income,1/25/21,29310875,165316.429,823733,5099.143,3518702,103521,38,1510313,278270
Upper middle income,1/26/21,29489289,165234.143,829968,5144.714,3866948,130001,38,1634063,318333
Upper middle income,1/27/21,29662009,161284.571,835995,5178.571,4227939,154841,38,1600402,349103
Upper middle income,1/28/21,29836356,160238.429,841601,5108.714,4529282,190432,39,1479546,360283
Upper middle income,1/29/21,30003188,157982,847134,5126,4946973,231646,39,1356698,360949
Upper middle income,1/30/21,30163584,156542.286,852334,5116.429,5093252,257712,39,1204419,354359
Upper middle income,1/31/21,30273195,153694,855785,5114.857,5155296,266074,39,1047809,345480
Upper middle income,2/1/21,30377408,152361.857,859367,5090.571,5383644,311781,40,1219839,342431
Upper middle income,2/2/21,30517258,146852.714,863883,4845,5694700,349051,41,1368191,331344
Upper middle income,2/3/21,30681205,145599.429,869514,4788.429,6020224,388680,41,1675708,326808
Upper middle income,2/4/21,30817708,140193.143,873007,4486.571,6332604,427261,41,1861549,328549
Upper middle income,2/5/21,30977727,139219.857,880163,4718.429,6697400,469325,41,2015488,320741
Upper middle income,2/6/21,31118203,136374.143,884710,4625.143,6912633,514200,41,2206521,321576
Upper middle income,2/7/21,31223251,135722.286,887665,4554.286,6976876,530782,41,2390713,320796
Upper middle income,2/8/21,31316399,134141.571,891356,4569.857,7211512,596012,41,2258923,322098
Upper middle income,2/9/21,31455439,134025.857,897149,4752.286,7525395,652810,41,2145986,330848
Upper middle income,2/10/21,31599218,131144.714,902071,4651,7871026,777334,41,1905168,344552
Upper middle income,2/11/21,31741889,132025.857,907477,4924.286,8196881,857602,41,1784228,358106
Upper middle income,2/12/21,31880143,128916.571,912433,4610,11788153,1389912,41,1755277,372141
Upper middle income,2/13/21,32007585,127054.571,916896,4598,12098835,1560432,41,1666010,556465
Upper middle income,2/14/21,32112405,127022,919894,4604.143,12324376,1698711,41,1561204,507395
Upper middle income,2/15/21,32199561,126166,923095,4534.143,12905759,1893293,41,1486287,556299
Upper middle income,2/16/21,32333405,125423.714,927664,4359.286,13478117,2266388,41,1426122,584581
Upper middle income,2/17/21,32460434,123030.857,932145,4296.286,14314367,2576553,41,1529405,642926
Upper middle income,2/18/21,32599746,122551,937059,4226,15178670,2908248,42,1669751,689207
Upper middle income,2/19/21,32736600,122351,941653,4174.286,15992708,3533700,43,1676060,679843
Upper middle income,2/20/21,32867868,122897.571,945353,4065.286,16323753,3711337,43,1672966,675603
Upper middle income,2/21/21,32973388,122997.571,948485,4084.429,16468454,3799358,43,1666224,669262
Upper middle income,2/22/21,33069306,124249.286,951424,4047,17044440,4026409,43,1665772,668856
Upper middle income,2/23/21,33213383,125711.143,956307,4091.857,17772154,4578102,43,1671370,690766
Upper middle income,2/24/21,33371103,130095.571,960783,4091.143,18415405,4882014,45,1638696,664052
Upper middle income,2/25/21,33528943,132742.429,965341,4040.286,19116291,5261381,101,1591564,635844
Upper middle income,2/26/21,33684142,135363.143,969619,3995.143,19688423,5618767,101,1554532,619908
Upper middle income,2/27/21,33821217,136192.714,973646,4041.857,20092652,5770347,101,1562661,634191
Upper middle income,2/28/21,33915481,134584.714,976651,4023.714,20279434,5820243,102,1554922,638476
Upper middle income,3/1/21,34028943,137091,980002,4082.571,21195556,6081620,102,1626915,655733
Upper middle income,3/2/21,34181087,138243.429,984634,4046.714,25112954,7478173,102,1677487,667271
Upper middle income,3/3/21,34339514,138344.429,989522,4105.571,25978008,7925132,102,1751961,686542
Upper middle income,3/4/21,34507232,139755.571,994380,4148.429,27114917,8401246,103,1853928,743800
Upper middle income,3/5/21,34669472,140761.429,999114,4213.571,28103939,8852165,103,1941385,782149
Upper middle income,3/6/21,34821223,142858,1002991,4192.143,28789823,9152778,103,2026458,812949
Upper middle income,3/7/21,34974322,151263,1006106,4207.857,29017691,9240371,103,2077026,821443
Upper middle income,3/8/21,35090201,151608.286,1009590,4226.857,29716362,9448451,103,2062213,815702
Upper middle income,3/9/21,35258222,153876.429,1014739,4300.714,30778080,9734681,104,2087610,838094
Upper middle income,3/10/21,35428570,155579.429,1019711,4312.714,32107074,10286905,104,2165784,895018
Upper middle income,3/11/21,35607655,157203.286,1024653,4324.714,32955159,10733237,105,2169770,883905
Upper middle income,3/12/21,35791537,160295,1029617,4357.571,34129796,11219281,106,2185168,879435
Upper middle income,3/13/21,35952263,161577.143,1034093,4443.143,35401542,11595270,107,2189112,854148
Upper middle income,3/14/21,36073947,157089.286,1037189,4440.857,35729846,11737341,107,2213648,905750
Upper middle income,3/15/21,36204867,159238,1041260,4524.714,36720081,12226687,108,2386899,921192
Upper middle income,3/16/21,36390684,161780.286,1046874,4591.143,37395456,12831849,108,2518697,890892
Upper middle income,3/17/21,36602153,167654.714,1052483,4682.143,38409532,14022028,108,2596985,824328
Upper middle income,3/18/21,36797941,170040.857,1058022,4767.571,39301159,14622616,109,2672738,786569
Upper middle income,3/19/21,37010605,174152.571,1064321,4958.286,40178076,15377064,109,2837125,808784
Upper middle income,3/20/21,37179900,175376.714,1069250,5023,41134691,15738393,109,2954054,829528
Upper middle income,3/21/21,37327033,179012.286,1074562,5339.143,41492696,15875644,111,3211960,834449
Upper middle income,3/22/21,37475185,181474,1078601,5334.571,42383200,16286069,112,3412519,874531
Upper middle income,3/23/21,37685274,184941.429,1085022,5449.857,43343013,16756834,113,3560329,918935
Upper middle income,3/24/21,37899015,185266,1090404,5417.429,44738352,17398792,113,3813299,973274
Upper middle income,3/25/21,38134139,190885.429,1096173,5450.143,45806816,17926517,113,4431084,1024159
Upper middle income,3/26/21,38343558,190421.857,1102891,5510,47237031,18438256,113,5120884,1088150
Upper middle income,3/27/21,38547274,195339.143,1108967,5673.857,48054528,18705294,113,5657065,1132158
Upper middle income,3/28/21,38700383,196192.857,1113275,5530.429,48460769,18796224,113,5966143,1194064
Upper middle income,3/29/21,38856775,197370,1118055,5636.286,51296446,20766342,115,6276926,1262813
Upper middle income,3/30/21,39074088,198402,1125008,5712.286,52789951,21374668,117,6536020,1346431
Upper middle income,3/31/21,39313573,202079.714,1132287,5983.286,55185123,21968390,118,6938226,1465530
Upper middle income,4/1/21,39553606,202781,1138850,6096.714,56760369,22795954,118,7216660,1559707
Upper middle income,4/2/21,39756999,201920.143,1144205,5902,58169461,23210163,118,7253478,1484184
Upper middle income,4/3/21,39920012,196105.429,1148830,5694.714,59343232,23597599,118,6973876,1510999
Upper middle income,4/4/21,40074160,196253.857,1152535,5608.571,60000141,23813926,119,6792324,1485433
Upper middle income,4/5/21,40245004,198318.429,1157280,5603.571,61405548,24302710,120,6544662,1470575
Upper middle income,4/6/21,40478241,200593.286,1164663,5665,63364434,25056612,120,6453468,1502894
Upper middle income,4/7/21,40736489,203273.714,1171980,5670.429,65434700,26191908,122,6295082,1490089
Upper middle income,4/8/21,41006126,207502.857,1179647,5828.143,67729093,27088074,124,6270751,1565062
Upper middle income,4/9/21,41265663,215523.429,1187190,6140.714,69336280,28124849,127,6261931,1641695
Upper middle income,4/10/21,41489738,224246.571,1194653,6546.143,70649206,28753452,128,6343126,1638518
Upper middle income,4/11/21,41670380,228031.429,1199565,6718.571,71307328,29059828,128,6313485,1655991
Upper middle income,4/12/21,41856533,230218.429,1204525,6749.286,73067897,29858205,128,6601166,1668402
Upper middle income,4/13/21,42112032,233398.714,1211801,6734,75091154,30947750,129,6800259,1682813
Upper middle income,4/14/21,42366423,232847.714,1219119,6734.143,77029142,32522327,129,6742559,1659380
Upper middle income,4/15/21,42608751,228946.429,1226002,6622.143,78413301,33500831,130,6397485,1530639
Upper middle income,4/16/21,42878385,230388.857,1232781,6513,80070667,34742359,131,6128188,1545968
Upper middle income,4/17/21,43117293,232507.857,1239288,6376.429,81063527,35411283,131,6000862,1534542
Upper middle income,4/18/21,43294213,231976.143,1243496,6275.857,82020808,36073172,131,5951405,1521472
Upper middle income,4/19/21,43481871,232191.143,1248891,6338,83173900,37029563,132,5677492,1455509
Upper middle income,4/20/21,43732061,231432.714,1255942,6305.857,84634890,38205712,134,5644023,1376066
Upper middle income,4/21/21,43974739,229759.429,1262966,6263.857,86134255,39184506,134,5821556,1336785
Upper middle income,4/22/21,44202400,227664.143,1268989,6141,87728328,40346575,137,6239558,1354126
Upper middle income,4/23/21,44445995,223944.286,1276454,6239,89969510,41865247,140,6468736,1406348
Upper middle income,4/24/21,44650865,219081.714,1282258,6138.571,91195004,42651207,140,6740738,1411954
Upper middle income,4/25/21,44808030,216259.571,1286961,6209.286,91695959,43069860,140,6995155,1388373
Upper middle income,4/26/21,44962951,211582.857,1291994,6157.571,92995885,44247981,140,7301115,1422474
Upper middle income,4/27/21,45178346,206612.143,1298612,6095.714,94526719,45595052,143,7743475,1423791
Upper middle income,4/28/21,45411482,205249,1305531,6080.714,96473492,47752700,143,8306613,1470558
Upper middle income,4/29/21,45620041,202520.143,1312524,6219.286,98012442,49518158,144,8734719,1450352
Upper middle income,4/30/21,45833995,198285.714,1318719,6037.857,99289213,51066873,149,9606849,1349326
Upper middle income,5/1/21,46001226,192908.714,1323892,5947.714,99904243,51628770,149,9666048,1277598
Upper middle income,5/2/21,46135350,189617.143,1328058,5871,100374267,52091184,149,9739686,1280076
Upper middle income,5/3/21,46271079,186875.429,1332843,5835.571,101514616,52947944,152,9732340,1268408
Upper middle income,5/4/21,46461085,183248.429,1339150,5791.143,103201976,54683967,153,9452497,1276896
Upper middle income,5/5/21,46655571,177727,1345492,5708.714,105160355,56479815,157,9062238,1302895
Upper middle income,5/6/21,46851130,175869.857,1351191,5523.857,107148282,57769107,158,8900436,1390313
Upper middle income,5/7/21,47040069,172296.286,1357005,5469.429,109325235,59399752,160,8760308,1457844
Upper middle income,5/8/21,47218136,173844.286,1362200,5472.571,110169129,60057801,160,9411364,1499736
Upper middle income,5/9/21,47341496,172306.571,1365956,5414,110544779,60355694,162,9673406,1506826
Upper middle income,5/10/21,47464922,170549,1369929,5298,112141725,61388271,163,10237665,1533736
Upper middle income,5/11/21,47641792,168672.429,1375610,5208.571,114179310,62575550,165,10872000,1511880
Upper middle income,5/12/21,47835440,168552.714,1381288,5113.714,116374774,64251274,168,11762584,1514580
Upper middle income,5/13/21,48024138,167572.571,1386737,5078,117878572,65273458,170,12270210,1533598
Upper middle income,5/14/21,48218851,168397.429,1392274,5038.429,119249302,66223355,173,12709063,1507624
Upper middle income,5/15/21,48380126,165998.571,1397216,5002.286,120547990,66915990,174,13189658,1564119
Upper middle income,5/16/21,48508296,166685.714,1400975,5002.714,121985022,67908000,174,14265580,1592459
Upper middle income,5/17/21,48646367,168777.857,1405078,5021.286,123304288,68863534,177,15164488,1574240
Upper middle income,5/18/21,48834830,170434,1410575,4995,125627452,70267587,179,15903795,1675699
Upper middle income,5/19/21,49043724,172612,1416339,5007.286,127951109,71713153,183,16172557,1657806
Upper middle income,5/20/21,49244224,174298,1421524,4969.571,130460727,72853151,188,16974837,1783625
Upper middle income,5/21/21,49438686,174262.143,1426804,4932.857,132849034,74213783,191,17540425,1901336
Upper middle income,5/22/21,49624339,177744.714,1431626,4915.714,134522170,75457922,193,17863103,1931113
Upper middle income,5/23/21,49764381,179440.714,1434910,4847.857,136200950,76208359,195,17931446,2034317
Upper middle income,5/24/21,49898851,178926.286,1438205,4732.429,138015705,76942642,195,18157914,2085162
Upper middle income,5/25/21,50080740,177987.143,1443777,4743.143,140005962,77842243,197,18864890,2041199
Upper middle income,5/26/21,50288454,177818.571,1449058,4674.143,142699089,78827797,199,19798691,2114818
Upper middle income,5/27/21,50488673,177778.429,1454352,4689.714,144087529,79663098,205,19821092,2085444
Upper middle income,5/28/21,50666510,175403.429,1459764,4708.571,147123464,80949549,209,20102406,2100820
Upper middle income,5/29/21,50853801,175637.429,1464643,4716.714,149394507,81643663,212,20639362,2146321
Upper middle income,5/30/21,50985391,174430,1467996,4726.571,150633298,82161622,213,21226003,2107430
Upper middle income,5/31/21,51140405,177364.857,1471772,4795.286,152868756,83148917,216,22096220,2150816
Upper middle income,6/1/21,51341159,180059.857,1480977,4704,155466116,84778543,227,22589670,2213586
Upper middle income,6/2/21,51570019,183080.714,1487100,4824.286,158736439,86081860,233,23153021,2334644
Upper middle income,6/3/21,51767822,182735.571,1491539,4702.143,161601874,87339842,237,23403853,2413729
Upper middle income,6/4/21,51940308,181971.143,1496092,4579.429,164486211,88511055,254,23778731,2465962
Upper middle income,6/5/21,52110441,179520,1500359,4492,166585711,89341835,284,23914654,2497412
Upper middle income,6/6/21,52238453,179008.857,1503353,4440.714,168159086,89821851,286,23413925,2493685
Upper middle income,6/7/21,52374670,176323.571,1507393,4478.429,170828396,90719416,291,22646513,2565756
Upper middle income,6/8/21,52535939,170682.857,1513081,4586.286,174618619,92147109,299,21938511,2732769
Upper middle income,6/9/21,52737329,166758.571,1518633,4504.714,178469141,93509438,302,21001526,2794635
Upper middle income,6/10/21,52959208,170198,1524634,4727.857,803350321,94669981,309,21273624,2819021
Upper middle income,6/11/21,53167148,175262.857,1529860,4824,807091051,96163025,314,20936130,8719430
Upper middle income,6/12/21,53349800,177051.286,1534283,4846.286,809325380,97204413,320,20483525,8739925
Upper middle income,6/13/21,53487018,178366.429,1537916,4937.571,811202373,97840569,324,20501280,8818077
Upper middle income,6/14/21,53632632,179708.857,1541335,4848.857,814294909,98936030,330,19898816,8879304
Upper middle income,6/15/21,53838196,186036.714,1547287,4886.571,818103423,100114634,339,20715577,8951464
Upper middle income,6/16/21,54047914,187226.429,1552722,4869.857,822004595,101164436,349,21537845,8998476
Upper middle income,6/17/21,54260300,185870.286,1557986,4764.571,828108131,103107831,352,22149349,9402557
Upper middle income,6/18/21,54477609,187208.714,1563086,4746.571,832919534,104546289,358,23129533,9581050
Upper middle income,6/19/21,54664065,187752.143,1567597,4759.143,835616322,106042853,361,23950236,9622322
Upper middle income,6/20/21,54818335,190188.143,1571134,4745.429,838483269,107034457,362,24746507,9744570
Upper middle income,6/21/21,54963886,190179.143,1574957,4803.143,842341265,108419389,362,26196437,9869228
Upper middle income,6/22/21,55205914,195388.286,1580264,4711,846217233,110017771,366,26506766,9857129
Upper middle income,6/23/21,55423079,196452.143,1585978,4750.857,850014791,111465582,367,26868731,9828467
Upper middle income,6/24/21,55643794,197642,1591028,4720.286,854476074,113613125,369,27123805,9577844
Upper middle income,6/25/21,55869616,198858.143,1596471,4769.286,858825509,115107904,372,27006038,9527561
Upper middle income,6/26/21,56062768,199814.714,1600836,4748.429,861445809,116142067,374,27152627,9547322
Upper middle income,6/27/21,56215032,199528.143,1604091,4708.143,863298879,117112233,374,27320206,9443776
Upper middle income,6/28/21,56372386,201214.286,1607733,4682.286,867030025,118547510,398,27379955,9431719
Upper middle income,6/29/21,56569554,194805.714,1612749,4640.714,871331107,120329884,400,27030838,9499990
Upper middle income,6/30/21,56764211,191590.286,1618594,4659.429,875877610,122254458,299242,26492455,9594090
Upper middle income,7/1/21,56980509,190959.286,1623916,4698.286,879752361,123935186,559799,25725003,9579432
Upper middle income,7/2/21,57193291,189096.429,1628767,4613.714,884004034,125405307,908986,25206468,9613621
Upper middle income,7/3/21,57386915,189163.857,1632814,4568.286,886487973,126621805,1030871,23986804,9592295
Upper middle income,7/4/21,57535303,188610.143,1636683,4656,888492209,127454861,1371079,22437294,9601474
Upper middle income,7/5/21,57695325,188991.286,1640513,4682.857,893494607,129178154,1785018,21354732,9605663
Upper middle income,7/6/21,57904848,190756.286,1645530,4683,898298142,130988679,2153477,20715544,9703252
Upper middle income,7/7/21,58110568,192336.714,1650265,4524.429,902971876,133442169,2471036,19610531,9700679
Upper middle income,7/8/21,58319799,191327.143,1655388,4496,906949778,136072209,2742818,18589158,9717521
Upper middle income,7/9/21,58531658,191195.286,1659600,4404.714,911202066,137858309,2895657,17490135,9716146
Upper middle income,7/10/21,58727492,191511,1662786,4380.286,914428494,139364330,2948996,17009231,9799894
Upper middle income,7/11/21,58876552,191607,1667052,4437,917174514,141019295,3080244,16984837,9899313
Upper middle income,7/12/21,59029284,190565.571,1670490,4381,921457849,143925718,3293009,16440730,9880772
Upper middle income,7/13/21,59233455,189801,1675394,4364.857,925989590,146057255,3477666,16013573,9840024
Upper middle income,7/14/21,59443580,190430.286,1680351,4396.571,930939944,148979109,3596506,16340010,9896835
Upper middle income,7/15/21,59671769,193138.571,1685022,4332,935876906,151982059,3738375,16454988,10008230
Upper middle income,7/16/21,59874946,191898.286,1689603,4384.714,940268934,154147204,3763090,16558702,10056230
Upper middle income,7/17/21,60075272,192540,1693766,4425.714,943162500,156049580,3804231,16666924,9999368
Upper middle income,7/18/21,60218469,191702.429,1696943,4270.143,945527663,157394550,3825997,16611895,9886835
Upper middle income,7/19/21,60368348,191294.857,1700360,4267.143,948625576,159069093,3865987,16735192,9822833
Upper middle income,7/20/21,60556784,189047,1713672,4213.143,952893981,161713598,3886795,16757737,9741401
Upper middle income,7/21/21,60765832,188893.143,1718404,4181,956610184,164110726,3935948,16728439,9643724
Upper middle income,7/22/21,60979660,186841.571,1723013,4172.143,961486864,167469042,3989883,17341448,9595806
Upper middle income,7/23/21,61295774,202975.429,1727047,4094,966336384,170253234,4021720,18305124,9638812
Upper middle income,7/24/21,61436326,202918.429,1731406,4122.429,969347046,172223473,4059733,19025595,9730571
Upper middle income,7/25/21,61608545,207064.429,1734819,4156.143,972283911,174434941,4225469,19611664,9830878
Upper middle income,7/26/21,61779477,210072,1738795,4236,975862825,176874798,4443022,20465505,9849198
Upper middle income,7/27/21,62000264,214693.571,1743157,4212.571,980101804,180547474,4662945,21567431,9864613
Upper middle income,7/28/21,62242502,219435,1748160,4251.286,984424530,184045311,4884545,22428206,9897500
Upper middle income,7/29/21,62476880,222370.714,1752804,4256.286,989071371,187741985,5105081,22845027,9920339
Upper middle income,7/30/21,62702838,209491.286,1756733,4241.286,993467695,191140271,5243481,23066015,9881431
Upper middle income,7/31/21,62909665,210477,1760661,4179.286,997481792,193717125,5286167,23432849,9940829
Upper middle income,8/1/21,63093109,212080.571,1763429,4087.143,999970475,195159827,5341395,24053075,9914951
Upper middle income,8/2/21,63273127,213378.571,1766740,3992.143,1002661588,197304271,5463498,24397242,9828916
Upper middle income,8/3/21,63495894,213661.429,1771417,4037.143,1006694624,200259340,5606865,24576450,9800169
Upper middle income,8/4/21,63737507,213572.143,1776197,4005.286,1010963596,203474385,5623904,24497939,9775728
Upper middle income,8/5/21,63982328,215064,1781572,4109.714,1014544807,206302589,5863775,23911857,9626527
Upper middle income,8/6/21,64222097,217037,1785690,4136.714,1018044740,209179106,6003538,23418649,9516548
Upper middle income,8/7/21,64446225,219508.571,1789545,4126.286,1020583391,211705445,6128182,22889967,9373001
Upper middle income,8/8/21,64617147,217719.714,1792356,4132.429,1023329695,213646092,6210652,22236465,9311782
Upper middle income,8/9/21,64794285,217308.286,1795990,4178.571,1026241944,216161160,6374339,21347667,9304459
Upper middle income,8/10/21,65014106,216887.429,1801343,4275.143,1030044028,220397544,6702837,20551609,9256225
Upper middle income,8/11/21,65243524,215145.286,1805953,4250.857,1033760342,223906564,6980751,19798281,9222559
Upper middle income,8/12/21,65481734,214200.857,1810472,4128.571,1037905040,1005073628,7268018,19565751,9283713
Upper middle income,8/13/21,65718046,213707,1814732,4148.857,1042119498,1009683229,7411830,19280741,9335263
Upper middle income,8/14/21,65922748,210931.857,1818833,4184,1044949072,1013711497,7516914,19129864,9387761
Upper middle income,8/15/21,66091686,210648.429,1821671,4187.857,1047386965,1015749065,7592330,18769119,9392017
Upper middle income,8/16/21,66274680,211485,1825971,4283,1050586377,1018796304,7752465,18953582,9478449
Upper middle income,8/17/21,66492471,211195,1831015,4238.857,1054439521,1022587789,7969332,18778212,9503543
Upper middle income,8/18/21,66735134,213087.143,1835802,4264.143,1058636028,1026828213,8329729,18998332,9501317
Upper middle income,8/19/21,66973737,213143.286,1840421,4278.429,1062444441,1030665778,8542898,18997640,9470759
Upper middle income,8/20/21,67199529,211640.429,1844688,4279.429,1065918988,1034245474,8748015,18804815,9358421
Upper middle income,8/21/21,67402097,211335.571,1848762,4275.571,1068582967,1036696472,8813035,18865550,9311899
Upper middle income,8/22/21,67562805,210159.857,1851662,4284.429,1070623743,1038617136,8877059,19113913,9288233
Upper middle income,8/23/21,67729232,207793.143,1856031,4294.286,1073986920,1041418014,9113988,19496562,9303983
Upper middle income,8/24/21,67938203,206533.143,1860563,4221.143,1077705027,1044873872,9314046,19755679,9277103
Upper middle income,8/25/21,68155485,202907.286,1865498,4242.286,1081008879,1048161818,9493683,19559945,9204772
Upper middle income,8/26/21,68375412,200239.286,1870255,4262,1533723101,1164127876,9663708,19841241,9025509
Upper middle income,8/27/21,68577749,196888.571,1874864,4310.857,1540825865,1170838958,9803206,20419546,8468158
Upper middle income,8/28/21,68763971,194553.429,1878807,4292.143,1543029603,1173513267,9879672,20629144,7865558
Upper middle income,8/29/21,68909792,192426.714,1881754,4298.857,1544788081,1175828833,9944640,20696848,7307674
